Fecha;Estación;Temp_Max;Temp_Min;Temp_Med;Hum_Max;Hum_Min;Hum_Med;Lluvia_Max;Lluvia_Min;Lluvia_Med;Presion_Max;Presion_Min;Presion_Med;Viento_Max;Viento_Min;Viento_Med
2024-01-05 00:00:00;Morella;23,3;11,5;17,4;81;62;71,5;2,1;0,3;1,2;1017,4;1013,4;1015,4;18,4;5,4;11,9
2024-01-06 00:00:00;Castellón-N;27,7;15;21,4;90;48;69;0;0;0;1013,9;1008,4;1011,1;20,9;14,1;17,5
2024-01-06 00:00:00;Benicàssim;25,5;15;20,2;80;68;74;7,6;7,1;7,4;1013,6;1011,5;1012,5;17;6,1;11,6
2024-01-06 00:00:00;Villarreal;31;22,5;26,8;85;63;74;0;0;0;1014,2;1011,3;1012,7;17,4;10;13,7
2024-01-06 00:00:00;Segorbe;24,5;18;21,3;85;53;69;8,4;2;5,2;1009,5;1000,8;1005,2;34,5;28;31,3
2024-01-06 00:00:00;Morella;23,2;12,5;17,8;83;64;73,5;0;0;0;1013,8;1007,2;1010,5;22,2;13,3;17,7
2024-01-07 00:00:00;Castellón-N;24,3;17,1;20,7;90;40;65;1,2;0,2;0,7;1012,2;1006,3;1009,3;25,1;14,6;19,8
2024-01-07 00:00:00;Benicàssim;26,8;16,7;21,7;94;66;80;0;0;0;1016,6;1011,8;1014,2;30,5;15,7;23,1
2024-01-07 00:00:00;Villarreal;26,9;18,5;22,7;80;51;65,5;2,8;0,3;1,5;1021;1015,4;1018,2;22,4;17,6;20
2024-01-07 00:00:00;Segorbe;29,6;18,7;24,2;84;69;76,5;0,6;0,5;0,5;1015,3;1010,8;1013,1;19,5;10,2;14,9
2024-01-07 00:00:00;Morella;25,8;12,8;19,3;96;53;74,5;1,3;0,8;1,1;1016,5;1012,2;1014,4;11,2;0,2;5,7
2024-01-08 00:00:00;Castellón-N;33,6;26,7;30,2;90;50;70;1;0,4;0,7;1009,7;1005,4;1007,6;26,5;14,8;20,6
2024-01-08 00:00:00;Benicàssim;33,7;21,3;27,5;89;56;72,5;7,2;4,7;6;1019,1;1014,7;1016,9;20,3;12,4;16,4
2024-01-08 00:00:00;Villarreal;29,9;22,3;26,1;91;60;75,5;1,4;0,9;1,2;1018,8;1010,1;1014,4;23,7;18,4;21
2024-01-08 00:00:00;Segorbe;24,7;17;20,8;83;64;73,5;6,5;5,1;5,8;1011,5;1008,5;1010;20,2;13,8;17
2024-01-08 00:00:00;Morella;21,6;11;16,3;82;56;69;3,8;1,8;2,8;1016,5;1011,4;1013,9;22,1;7,2;14,6
2024-01-09 00:00:00;Castellón-N;14,7;5,9;10,3;96;43;69,5;0;0;0;1022,4;1016,6;1019,5;24,2;15,9;20,1
2024-01-09 00:00:00;Benicàssim;29,1;16,9;23;94;66;80;2,7;0,7;1,7;1010,7;1006;1008,3;19,2;8,1;13,7
2024-01-09 00:00:00;Villarreal;30;22,1;26,1;94;51;72,5;6,4;3,6;5;1010,9;1005,5;1008,2;24,2;14,2;19,2
2024-01-09 00:00:00;Segorbe;31,6;19,9;25,8;96;68;82;3,7;3,1;3,4;1014;1013;1013,5;28;19,4;23,7
2024-01-09 00:00:00;Morella;25,5;12,9;19,2;94;64;79;0;0;0;1007;1003,6;1005,3;22,2;10,6;16,4
2024-01-10 00:00:00;Castellón-N;26,4;19,2;22,8;87;69;78;2,2;0,6;1,4;1017,3;1010,9;1014,1;20,7;8,4;14,6
2024-01-10 00:00:00;Benicàssim;26,1;15,1;20,6;84;47;65,5;1,5;1,1;1,3;1019,1;1014,9;1017;22,6;13,4;18
2024-01-10 00:00:00;Villarreal;24,4;12,8;18,6;96;58;77;0;0;0;1007,6;1007,3;1007,4;16,6;4,4;10,5
2024-01-10 00:00:00;Segorbe;23,6;13,2;18,4;96;60;78;6;0,2;3,1;1011,2;1003,4;1007,3;20,5;13;16,7
2024-01-10 00:00:00;Morella;22;15;18,5;81;45;63;0,9;0,7;0,8;1023,6;1021,4;1022,5;22;15,1;18,5
2024-01-11 00:00:00;Castellón-N;27,4;17,6;22,5;89;61;75;4,8;0,4;2,6;1012,3;1009,5;1010,9;16,7;5,4;11,1
2024-01-11 00:00:00;Benicàssim;24,1;13,4;18,7;88;44;66;6;1,8;3,9;1007,6;1000,5;1004;18,3;5;11,7
2024-01-11 00:00:00;Villarreal;26,9;17,2;22;93;52;72,5;7,9;0,9;4,4;1015,3;1010;1012,7;25,4;17,9;21,6
2024-01-11 00:00:00;Segorbe;26,7;16,7;21,7;99;52;75,5;0;0;0;1007,1;1006,2;1006,6;14,4;5,8;10,1
2024-01-11 00:00:00;Morella;23,5;9,7;16,6;82;46;64;0;0;0;1016,7;1012,6;1014,6;18,6;8;13,3
2024-01-12 00:00:00;Castellón-N;28,1;18,8;23,4;86;56;71;0;0;0;1015;1004,8;1009,9;21,1;6,8;14
2024-01-12 00:00:00;Benicàssim;25,5;14,3;19,9;97;55;76;1,5;1,2;1,3;1017,2;1013,9;1015,5;23,3;10,1;16,7
2024-01-12 00:00:00;Villarreal;26,8;17,4;22,1;91;50;70,5;1,1;0,3;0,7;1005,8;1001,5;1003,7;10;4,5;7,3
2024-01-12 00:00:00;Segorbe;31,8;20;25,9;84;58;71;0;0;0;1000,2;996,3;998,2;32,1;20,8;26,4
2024-01-12 00:00:00;Morella;22,2;11,3;16,7;82;61;71,5;1,1;0,7;0,9;1014,6;1008;1011,3;21,7;9,7;15,7
2024-01-13 00:00:00;Castellón-N;21,6;9,8;15,7;98;69;83,5;0;0;0;1010,6;1002,9;1006,7;19;4,8;11,9
2024-01-13 00:00:00;Benicàssim;22,8;9,9;16,3;96;62;79;2,8;1,3;2;1013,2;1010,1;1011,6;17,8;6,4;12,1
2024-01-13 00:00:00;Villarreal;17,2;5,9;11,5;83;54;68,5;5,4;2,7;4,1;1011,1;1009,4;1010,3;15,9;5,1;10,5
2024-01-13 00:00:00;Segorbe;24,1;14,6;19,4;95;62;78,5;2,6;1;1,8;1018,5;1012,2;1015,4;21,9;10,3;16,1
2024-01-13 00:00:00;Morella;26,5;12,4;19,4;87;55;71;1,1;0,6;0,9;1009,8;1007,3;1008,6;15,6;5,8;10,7
2024-01-14 00:00:00;Castellón-N;26,7;16,6;21,6;87;45;66;4,7;0,9;2,8;1014,2;1010,5;1012,4;22,7;12,2;17,5
2024-01-14 00:00:00;Benicàssim;17,8;7,9;12,8;88;48;68;0;0;0;1015,9;1013,9;1014,9;26,7;12,9;19,8
2024-01-14 00:00:00;Villarreal;23,7;13;18,4;90;61;75,5;0;0;0;1013,5;1010,7;1012,1;23,6;7,6;15,6
2024-01-14 00:00:00;Segorbe;19,1;10,8;15;99;59;79;6,8;6,7;6,8;1016,2;1007,6;1011,9;11,7;5,6;8,7
2024-01-14 00:00:00;Morella;22,9;13,9;18,4;97;69;83;2,7;2,7;2,7;1017,6;1013,7;1015,7;26,4;18,3;22,3
2024-01-15 00:00:00;Castellón-N;21,8;10,7;16,3;88;64;76;3,3;1,2;2,3;1017,7;1014,8;1016,2;21,2;15,4;18,3
2024-01-15 00:00:00;Benicàssim;27,2;18,8;23;94;62;78;4,1;0,2;2,2;1011,9;1004;1008;17,8;7,7;12,7
2024-01-15 00:00:00;Villarreal;26,3;17,6;22;90;40;65;0,4;0,4;0,4;1021,8;1018,9;1020,4;7,9;0;4
2024-01-15 00:00:00;Segorbe;37,7;28,6;33,2;94;57;75,5;1,1;0,3;0,7;1014,1;1011,3;1012,7;22,9;11,3;17,1
2024-01-15 00:00:00;Morella;17,5;6,1;11,8;90;69;79,5;2,5;1;1,8;1014,3;1008,1;1011,2;11,3;0,9;6,1
2024-01-16 00:00:00;Castellón-N;23;9,4;16,2;86;44;65;7;0,5;3,7;1017,9;1012,3;1015,1;15,7;5,1;10,4
2024-01-16 00:00:00;Benicàssim;31,1;21,7;26,4;97;68;82,5;1,9;1,1;1,5;1013,3;1008,5;1010,9;11,5;6,3;8,9
2024-01-16 00:00:00;Villarreal;27,4;18,5;22,9;99;62;80,5;4,4;2,8;3,6;1011,4;1009,1;1010,2;24,2;13,1;18,7
2024-01-16 00:00:00;Segorbe;36,9;26,1;31,5;85;63;74;1,5;0,7;1,1;1018,1;1010,6;1014,4;17,4;8,7;13
2024-01-16 00:00:00;Morella;22,6;11;16,8;86;43;64,5;0,6;0,6;0,6;1016,6;1012,1;1014,3;24,8;21,5;23,1
2024-01-17 00:00:00;Castellón-N;20,9;12,4;16,6;81;47;64;0;0;0;1010,4;1005,8;1008,1;25,6;16,3;20,9
2024-01-17 00:00:00;Benicàssim;19,8;10;14,9;95;41;68;0;0;0;1010,4;1004,3;1007,4;18,9;6,9;12,9
2024-01-17 00:00:00;Villarreal;24,9;13,5;19,2;88;65;76,5;2;1;1,5;1008,9;1007;1008;23,4;14,5;19
2024-01-17 00:00:00;Segorbe;19,9;10,1;15;84;49;66,5;0;0;0;1007,5;1004,4;1005,9;27,3;16,5;21,9
2024-01-17 00:00:00;Morella;28,8;21,1;25;89;53;71;3,3;0,5;1,9;1017,7;1013,1;1015,4;21,4;10,9;16,2
2024-01-18 00:00:00;Castellón-N;28,9;17,3;23,1;83;43;63;0;0;0;1020;1012,6;1016,3;14,9;10,5;12,7
2024-01-18 00:00:00;Benicàssim;25,5;13,6;19,6;90;58;74;3,5;2,7;3,1;1010,5;1005,5;1008;18,5;11,5;15
2024-01-18 00:00:00;Villarreal;35,2;21,7;28,5;81;50;65,5;0;0;0;1019,3;1013;1016,1;22,2;8,5;15,3
2024-01-18 00:00:00;Segorbe;28,2;16,7;22,4;96;42;69;3;1;2;1015,4;1011,5;1013,5;13,6;0;6,8
2024-01-18 00:00:00;Morella;33,6;20,9;27,3;82;66;74;6,1;0,8;3,4;1016;1013,2;1014,6;22;11,8;16,9
2024-01-19 00:00:00;Castellón-N;18,5;8,6;13,5;98;40;69;7,4;4,3;5,9;1015,1;1009,6;1012,3;20,2;10,8;15,5
2024-01-19 00:00:00;Benicàssim;19,6;9,9;14,7;94;41;67,5;0;0;0;1017,6;1011,8;1014,7;11,1;1,4;6,3
2024-01-19 00:00:00;Villarreal;30;17,9;23,9;96;66;81;2,1;1,3;1,7;1009,6;1003,9;1006,7;21,9;8;15
2024-01-19 00:00:00;Segorbe;30,5;20,8;25,6;94;69;81,5;1;0,5;0,8;1014;1010,1;1012,1;21,3;12,8;17
2024-01-19 00:00:00;Morella;21,9;11,2;16,5;93;51;72;2,7;0,4;1,6;1009,3;1005,3;1007,3;27,2;20,7;23,9
2024-01-20 00:00:00;Castellón-N;14,4;8,1;11,3;92;66;79;2,1;1,1;1,6;1021,1;1021,4;1021,2;22;7,3;14,6
2024-01-20 00:00:00;Benicàssim;19,4;10,1;14,7;93;65;79;0;0;0;1013,4;1005,5;1009,4;29,2;20,2;24,7
2024-01-20 00:00:00;Villarreal;34,5;24,5;29,5;96;61;78,5;1,7;0,7;1,2;1016,8;1005,5;1011,1;24,3;16,4;20,3
2024-01-20 00:00:00;Segorbe;29,8;20,6;25,2;90;54;72;4,7;1,8;3,3;1016,4;1011,4;1013,9;21,7;10,4;16
2024-01-20 00:00:00;Morella;15,3;4;9,6;94;47;70,5;0;0;0;1014,7;1009,5;1012,1;16,5;4;10,3
2024-01-21 00:00:00;Castellón-N;18,3;9,1;13,7;81;54;67,5;1,9;0,1;1;1010;1003,5;1006,7;20,3;16;18,2
2024-01-21 00:00:00;Benicàssim;15,2;5,2;10,2;82;48;65;1,7;1,5;1,6;1016,1;1009,2;1012,7;14,4;8;11,2
2024-01-21 00:00:00;Villarreal;19,5;9;14,2;98;49;73,5;0,7;0,1;0,4;1006,5;1003,1;1004,8;17,2;8,4;12,8
2024-01-21 00:00:00;Segorbe;25,2;15,8;20,5;82;65;73,5;0;0;0;1010,7;1004,7;1007,7;12,3;1,2;6,7
2024-01-21 00:00:00;Morella;25,5;15,8;20,7;80;46;63;0,1;0;0,1;1013,9;1011,4;1012,6;20,3;13,6;17
2024-01-22 00:00:00;Castellón-N;21,2;10,4;15,8;81;53;67;0,1;0,1;0,1;1020,8;1012,9;1016,9;22,6;8,6;15,6
2024-01-22 00:00:00;Benicàssim;15,6;6,2;10,9;80;68;74;2,4;1,8;2,1;1014,2;1005,4;1009,8;19,2;7,9;13,5
2024-01-22 00:00:00;Villarreal;23,8;13,7;18,8;87;43;65;3,3;1,6;2,5;1023,2;1017,6;1020,4;22,9;16,4;19,7
2024-01-22 00:00:00;Segorbe;24,6;12,7;18,6;87;43;65;2,6;0,8;1,7;1017,5;1010,1;1013,8;21,4;12,5;17
2024-01-22 00:00:00;Morella;26,7;22,5;24,6;82;64;73;0;0;0;1006,4;1000,5;1003,4;22,4;15,9;19,1
2024-01-23 00:00:00;Castellón-N;21,4;8,7;15,1;81;63;72;8,7;6,6;7,6;1017;1008,8;1012,9;20,7;13,7;17,2
2024-01-23 00:00:00;Benicàssim;24,5;14,5;19,5;91;69;80;1,2;0,1;0,7;1019,6;1014,6;1017,1;18,6;8,9;13,7
2024-01-23 00:00:00;Villarreal;26,1;14,9;20,5;92;49;70,5;0;0;0;1020,5;1016,3;1018,4;12,9;1,6;7,3
2024-01-23 00:00:00;Segorbe;27,3;20,4;23,8;91;45;68;4,2;3,6;3,9;1018,2;1016;1017,1;21,7;12,6;17,1
2024-01-23 00:00:00;Morella;22,6;10,8;16,7;87;68;77,5;7,4;5,5;6,4;1014,5;1008,7;1011,6;23,8;13,5;18,7
2024-01-24 00:00:00;Castellón-N;25,7;14;19,8;83;59;71;0;0;0;1012,9;1006,7;1009,8;20;9;14,5
2024-01-24 00:00:00;Benicàssim;28,4;19,1;23,7;94;59;76,5;3,1;1;2,1;1022,2;1018,2;1020,2;11,7;4,9;8,3
2024-01-24 00:00:00;Villarreal;19,9;9,8;14,8;97;48;72,5;1;0,3;0,6;1016,7;1011,1;1013,9;22;10,2;16,1
2024-01-24 00:00:00;Segorbe;14,5;5,2;9,8;91;58;74,5;2,1;1,3;1,7;1020,2;1012,9;1016,5;21;12,5;16,8
2024-01-24 00:00:00;Morella;27,4;18,5;23;94;66;80;5;2,2;3,6;1019;1012,7;1015,9;15,2;2,3;8,8
2024-01-25 00:00:00;Castellón-N;28,5;18,3;23,4;96;50;73;0;0;0;1012,3;1006,2;1009,3;15,2;3,9;9,6
2024-01-25 00:00:00;Benicàssim;18,8;9,2;14;84;62;73;9,3;4,3;6,8;1022,4;1017,1;1019,7;22,1;11,7;16,9
2024-01-25 00:00:00;Villarreal;27,2;17,5;22,4;85;46;65,5;0,6;0,5;0,6;1011,8;1006,9;1009,3;14,6;3,3;9
2024-01-25 00:00:00;Segorbe;32,2;22,4;27,3;93;63;78;0;0;0;1013,9;1012;1012,9;15,4;4,8;10,1
2024-01-25 00:00:00;Morella;31,6;16;23,8;97;67;82;6,3;0,4;3,4;1014,2;1008,4;1011,3;20,3;10;15,1
2024-01-26 00:00:00;Castellón-N;23;15,8;19,4;94;64;79;4;1,7;2,8;1012;1007;1009,5;24;13,4;18,7
2024-01-26 00:00:00;Benicàssim;21,7;9,3;15,5;82;42;62;3,5;3,4;3,4;1021,2;1013,9;1017,6;23,1;11,3;17,2
2024-01-26 00:00:00;Villarreal;27,6;19,8;23,7;86;63;74,5;0;0;0;1011;1003,4;1007,2;24,2;9,7;17
2024-01-26 00:00:00;Segorbe;23,6;15,9;19,8;84;66;75;2,3;2;2,2;1020,7;1016,4;1018,5;21,8;14,7;18,2
2024-01-26 00:00:00;Morella;27,3;17,2;22,2;81;53;67;1,3;0;0,7;1013,6;1005,1;1009,4;19,5;10,2;14,9
2024-01-27 00:00:00;Castellón-N;14,5;6,3;10,4;91;56;73,5;0;0;0;1021,9;1017,2;1019,6;26,4;16,3;21,3
2024-01-27 00:00:00;Benicàssim;25,2;15,4;20,3;90;62;76;7,2;2,6;4,9;1005;1001,1;1003;20,1;8;14
2024-01-27 00:00:00;Villarreal;27,4;18,1;22,7;83;45;64;5,1;2;3,6;1019,8;1014,3;1017;17,2;5,1;11,1
2024-01-27 00:00:00;Segorbe;25,6;15,6;20,6;99;69;84;0;0;0;1007,9;1005,3;1006,6;18,2;8,9;13,6
2024-01-27 00:00:00;Morella;17,5;9,4;13,4;94;56;75;9,4;6,7;8;1012,9;1008,7;1010,8;14,3;10;12,1
2024-01-28 00:00:00;Castellón-N;24,4;16,4;20,4;85;62;73,5;0;0;0;1011,2;1005,9;1008,5;21,8;10,6;16,2
2024-01-28 00:00:00;Benicàssim;18,4;6,7;12,5;92;60;76;3,9;0;2;1008,1;1003,8;1005,9;21,8;10;15,9
2024-01-28 00:00:00;Villarreal;24,3;11,2;17,8;96;54;75;1,2;0,1;0,7;1024,7;1015,7;1020,2;13,9;6,6;10,2
2024-01-28 00:00:00;Segorbe;32,4;24,5;28,5;88;46;67;0,5;0,1;0,3;1014,5;1010,8;1012,6;16,6;8,8;12,7
2024-01-28 00:00:00;Morella;20,6;6;13,3;86;47;66,5;4,7;1;2,8;1014,1;1010,5;1012,3;6,7;0,9;3,8
2024-01-29 00:00:00;Castellón-N;15,9;10,4;13,2;88;43;65,5;6;4,5;5,2;1021,5;1015,6;1018,5;23,9;16,6;20,3
2024-01-29 00:00:00;Benicàssim;27,6;16,2;21,9;89;68;78,5;3,7;3;3,3;1012,3;1009,5;1010,9;14,1;3,8;8,9
2024-01-29 00:00:00;Villarreal;26,6;18,2;22,4;89;43;66;3,7;0,7;2,2;1022,8;1015,2;1019;15;0;7,5
2024-01-29 00:00:00;Segorbe;22,3;10,3;16,3;96;58;77;0,8;0,7;0,7;1014,1;1012,3;1013,2;24,8;10,3;17,6
2024-01-29 00:00:00;Morella;21;10,4;15,7;87;56;71,5;0,1;0;0,1;1014,8;1006,3;1010,6;17,6;4,6;11,1
2024-01-30 00:00:00;Castellón-N;25,5;13,9;19,7;95;56;75,5;1,9;0,5;1,2;1010,8;1004,5;1007,7;23,3;11,5;17,4
2024-01-30 00:00:00;Benicàssim;32,7;19,8;26,2;96;51;73,5;3,1;1,8;2,5;1015,1;1011,3;1013,2;28,1;17;22,6
2024-01-30 00:00:00;Villarreal;23,9;11,5;17,7;83;65;74;0;0;0;1019;1013,9;1016,4;21,3;15,2;18,2
2024-01-30 00:00:00;Segorbe;24,9;10,9;17,9;97;56;76,5;2,5;0,4;1,5;1013;1012,3;1012,7;21,3;8,8;15
2024-01-30 00:00:00;Morella;17,1;8,4;12,8;97;45;71;0;0;0;1015,3;1014,4;1014,9;23,1;10,8;16,9
2024-01-31 00:00:00;Castellón-N;23,7;18,7;21,2;94;58;76;5,7;2,1;3,9;1013,3;1010,6;1011,9;24;16;20
2024-01-31 00:00:00;Benicàssim;27;15,9;21,5;94;66;80;1,4;0,7;1,1;1007,6;1000,2;1003,9;16,2;7,9;12
2024-01-31 00:00:00;Villarreal;24,9;18;21,5;82;41;61,5;4,9;2,6;3,7;1007,1;1002,3;1004,7;23,7;19,3;21,5
2024-01-31 00:00:00;Segorbe;19,6;7,9;13,7;83;52;67,5;3,2;3,2;3,2;1017,3;1011;1014,2;33,6;24,2;28,9
2024-01-31 00:00:00;Morella;21;10,2;15,6;87;41;64;0,4;0,4;0,4;1026,5;1020,9;1023,7;16,3;3,6;10
2024-02-01 00:00:00;Castellón-N;24,5;15;19,7;86;68;77;0;0;0;1016,8;1007,9;1012,4;22,3;13,5;17,9
2024-02-01 00:00:00;Benicàssim;22,5;13,3;17,9;94;51;72,5;0,9;0,1;0,5;1006,3;999,6;1003;18,1;7;12,5
2024-02-01 00:00:00;Villarreal;19,4;6,7;13;93;66;79,5;4,9;4;4,5;1019,1;1013,3;1016,2;12;2;7
2024-02-01 00:00:00;Segorbe;26,8;15,7;21,3;87;56;71,5;2,9;2,8;2,8;1021,1;1021,9;1021,5;18,4;8,9;13,7
2024-02-01 00:00:00;Morella;16,2;6,1;11,1;82;42;62;0;0;0;1016,7;1013,5;1015,1;16,6;2,2;9,4
2024-02-02 00:00:00;Castellón-N;22,3;11,4;16,8;97;46;71,5;7,6;1,7;4,6;1014,1;1007,9;1011;13;0;6,5
2024-02-02 00:00:00;Benicàssim;23,4;13,8;18,6;98;41;69,5;0,3;0,1;0,2;1016,3;1010;1013,1;20;8,4;14,2
2024-02-02 00:00:00;Villarreal;22,9;8,4;15,7;93;65;79;5,8;2;3,9;1010,7;1001,3;1006;25;12,1;18,5
2024-02-02 00:00:00;Segorbe;25,1;15,6;20,4;82;56;69;3,2;1;2,1;1015,9;1012,7;1014,3;24,1;11,4;17,7
2024-02-02 00:00:00;Morella;28,3;16,8;22,5;94;68;81;0;0;0;1010,7;1008,9;1009,8;21,2;11,4;16,3
2024-02-03 00:00:00;Castellón-N;22,8;18,7;20,8;81;54;67,5;5,4;2,3;3,8;1016,8;1014,6;1015,7;27,2;17,6;22,4
2024-02-03 00:00:00;Benicàssim;26,5;11,8;19,1;80;54;67;1,1;0,5;0,8;1013,4;1007,4;1010,4;19,5;10,7;15,1
2024-02-03 00:00:00;Villarreal;32,3;22,6;27,5;83;65;74;2,3;0,8;1,5;1016,8;1009,9;1013,3;16,4;8,9;12,7
2024-02-03 00:00:00;Segorbe;27,3;15,3;21,3;87;55;71;0;0;0;1008,2;1006,1;1007,1;11,2;0,8;6
2024-02-03 00:00:00;Morella;30,6;20,7;25,6;82;62;72;1,4;0,4;0,9;1025,5;1023,4;1024,4;18;2,9;10,5
2024-02-04 00:00:00;Castellón-N;27,2;16,1;21,7;83;66;74,5;3;2,1;2,6;1011;1004,2;1007,6;13,1;2,1;7,6
2024-02-04 00:00:00;Benicàssim;25,9;17,1;21,5;87;43;65;0,1;0,1;0,1;1013,2;1010,4;1011,8;21,6;15,1;18,3
2024-02-04 00:00:00;Villarreal;28,6;20,9;24,7;88;64;76;0,1;0;0,1;1016,7;1012,1;1014,4;22,5;18,8;20,7
2024-02-04 00:00:00;Segorbe;24,8;10,8;17,8;83;48;65,5;2,2;1;1,6;1019,5;1018,5;1019;11,6;1;6,3
2024-02-04 00:00:00;Morella;21,4;8,8;15,1;92;59;75,5;0;0;0;1008,7;1009,2;1008,9;18,8;9,4;14,1
2024-02-05 00:00:00;Castellón-N;22,9;10,7;16,8;95;42;68,5;1,5;0,7;1,1;1018,1;1012;1015;21,5;8,6;15,1
2024-02-05 00:00:00;Benicàssim;19,2;5,2;12,2;94;46;70;4,2;3,6;3,9;1010,3;1002,3;1006,3;18,7;6,2;12,4
2024-02-05 00:00:00;Villarreal;26,2;16,4;21,3;96;58;77;1,3;0,4;0,9;1011;1004,9;1007,9;22;16,7;19,3
2024-02-05 00:00:00;Segorbe;21,4;12,5;17;95;52;73,5;0;0;0;1011,9;1008,3;1010,1;23,9;11,4;17,6
2024-02-05 00:00:00;Morella;24,3;15,1;19,7;95;44;69,5;0;0;0;1009,3;1006,1;1007,7;16,8;10,3;13,6
2024-02-06 00:00:00;Castellón-N;25,8;14,4;20,1;99;52;75,5;2,1;1,6;1,8;1016,7;1011,7;1014,2;12,7;6,5;9,6
2024-02-06 00:00:00;Benicàssim;25,1;13,1;19,1;87;69;78;3;0,6;1,8;1014,2;1008,1;1011,2;16,5;6,8;11,7
2024-02-06 00:00:00;Villarreal;16,9;11,6;14,2;84;45;64,5;0;0;0;1012,7;1010,5;1011,6;13;3,5;8,2
2024-02-06 00:00:00;Segorbe;21,4;10,6;16;83;52;67,5;3;2,7;2,8;1022,9;1020;1021,5;19,7;6,3;13
2024-02-06 00:00:00;Morella;31,3;24,2;27,7;83;45;64;6,1;1,8;3,9;1016;1011,4;1013,7;18,1;7,2;12,6
2024-02-07 00:00:00;Castellón-N;23,7;13,8;18,8;85;44;64,5;0;0;0;1017,7;1006,8;1012,2;11,1;0,1;5,6
2024-02-07 00:00:00;Benicàssim;21,2;10;15,6;95;59;77;4,3;0,9;2,6;1016;1008,7;1012,3;8,3;0;4,1
2024-02-07 00:00:00;Villarreal;26,9;14,7;20,8;90;49;69,5;0;0;0;1015,7;1010,8;1013,2;21,4;8,2;14,8
